HANDLE	BLOCKNAME	BLOCK	NO	HANGER_SIZE	HANGER_HEIGHT	AT_SITE	HANGER_TYPE_LABEL	HANGER_LENGTH	TRAY_SIZE	TRAY_HEIGHT	TRO_ANGLE	SUPPORT_CODE	SUPPORT_NO	NO_OF_LUGS	SystemId	Description	DimensionalDescription	Local origin`s x-coord	Local origin`s y-coord	Local origin`s z-coord	SLOPE ANGLE	Object Weight	spoolName	PipelineId	Material
'33DAD1	ELECT_HANGER_HV-TYPE	3D2P	02	600A	H=250	NO	TYPE "V2"	L=300	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'332BE8	ELECT_HANGER_SX-TYPE	UD2P	03	250A	(H=160)	YES	TYPE "X1"	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33D4AE	ELECT_CWAY_TRAY_BLOCK_TRO	2D2P	F	<>	<>	NO	<>	<>	TRo-60	H=950	40	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'339918	ELECT_HANGER_S-TYPE	2D1P	04	600Ax2	H=850	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33D80D	ELECT_BRACKET	2D1S	F	<>	<>	<>	<>	<>	<>	<>	<>	I-40-75	123	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'3429A9	ELECT_BRACKET	2D1P	G	<>	<>	<>	<>	<>	<>	<>	<>	U-60-70/45	133	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'3425DB	ELECT_BRACKET	UD1P	A	<>	<>	<>	<>	<>	<>	<>	<>	I-15-60	201	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'342578	ELECT_CWAY_TRAYBLOCK_A	2D1P	K	<>	<>	NO	<>	<>	To-25-18.5		<>	<>	<>	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'34254A	ELECT_BRACKET	2D1S	F	<>	<>	<>	<>	<>	<>	<>	<>	I-40-75	123	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'341A58	ELECT_BRACKET	3D2S	P	<>	<>	<>	<>	<>	<>	<>	<>	I-40-48/19	037	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'341A42	ELECT_BRACKET	3D2S	J	<>	<>	<>	<>	<>	<>	<>	<>	I-20-60	036	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'341A2C	ELECT_BRACKET	3D1	G	<>	<>	<>	<>	<>	<>	<>	<>	U-50-90	035	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'3419EE	ELECT_BRACKET	3D2P	Q	<>	<>	<>	<>	<>	<>	<>	<>	U-50-85	030	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'341735	ELECT_HANGER_H-TYPE	3D2S	04	150A	(H=200)	NO	<>	(1800)	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'3416FA	ELECT_HANGER_H-TYPE	3D2S	04	150A	(H=200)	NO	<>	(1800)	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'3416C7	ELECT_HANGER_H-TYPE	3D2P	03	150A	(H=200)	NO	<>	(1800)	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'3406CD	ELECT_HANGER_S-TYPE	3D2P	05	150A	(H=200)	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'3406C4	ELECT_HANGER_S-TYPE	3D2P	05	150A	(H=200)	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'34002F	ELECT_HANGER_SX-TYPE	2D2S	02	150A	(H=360)	YES	TYPE "X1"	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'34001C	ELECT_HANGER_HV-TYPE	2D2S	03	150A	(H=360)	YES	TYPE "V1"	(L=300)	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33F9E8	ELECT_BRACKET	3D2P	P	<>	<>	<>	<>	<>	<>	<>	<>	I-25-67	019	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33F9E1	ELECT_BRACKET	3D2P	O	<>	<>	<>	<>	<>	<>	<>	<>	I-25-30	017	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33F9DA	ELECT_BRACKET	3D2P	O	<>	<>	<>	<>	<>	<>	<>	<>	I-25-60	018	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33F9D3	ELECT_BRACKET	3D2P	O	<>	<>	<>	<>	<>	<>	<>	<>	I-25-60	018	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33F986	ELECT_CWAY_TRAYBLOCK_A	3D2P	P	<>	<>	NO	<>	<>	To-25-16		<>	<>	<>	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33F97D	ELECT_CWAY_TRAYBLOCK_A	3D2P	O	<>	<>	NO	<>	<>	To-25-18.2		<>	<>	<>	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33EE1C	ELECT_BRACKET	3D2P	X	<>	<>	<>	<>	<>	<>	<>	<>	I-15-27	011	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33EE15	ELECT_BRACKET	3D2P	X	<>	<>	<>	<>	<>	<>	<>	<>	I-15-12	010	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33EE05	ELECT_CWAY_TRAYBLOCK_A	3D2P	X	<>	<>	NO	<>	<>	To-15-14	H=270	<>	<>	<>	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33ED6D	ELECT_BRACKET	3D1	N	<>	<>	<>	<>	<>	<>	<>	<>	I-15-85	013	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33ED66	ELECT_BRACKET	3D1	N	<>	<>	<>	<>	<>	<>	<>	<>	L-15-22	026	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33ECE2	ELECT_HANGER_S-TYPE	3D1	05	150A	(H=180)	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33ECD2	ELECT_HANGER_S-TYPE	3D1	05	150A	(H=180)	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33ECCA	ELECT_HANGER_S-TYPE	3D1	05	150A	(H=180)	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33ECC1	ELECT_HANGER_H-TYPE	3D1	04	150A	(H=180)	NO	<>	(L=1500)	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33EB99	ELECT_CWAY_TRAYBLOCK_A	3D1	N	<>	<>	NO	<>	<>	To-15-12.2		<>	<>	<>	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33ECDA	ELECT_HANGER_S-TYPE	3D1	05	150A	(H=180)	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DFE5	ELECT_BRACKET	3D1	L	<>	<>	<>	<>	<>	<>	<>	<>	I-40-85	021	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DFDF	ELECT_BRACKET	3D1	L	<>	<>	<>	<>	<>	<>	<>	<>	I-40-85	021	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DFD3	ELECT_BRACKET	3D1	K	<>	<>	<>	<>	<>	<>	<>	<>	E-51-90	002	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DFCD	ELECT_BRACKET	3D1	J	<>	<>	<>	<>	<>	<>	<>	<>	E-51-90	002	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DFC7	ELECT_BRACKET	3D1	J	<>	<>	<>	<>	<>	<>	<>	<>	E-51-90	002	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DFA3	ELECT_BRACKET	3D1	H	<>	<>	<>	<>	<>	<>	<>	<>	I-40-90	023	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF9D	ELECT_BRACKET	3D1	G	<>	<>	<>	<>	<>	<>	<>	<>	U-50-29	029	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF97	ELECT_BRACKET	3D1	G	<>	<>	<>	<>	<>	<>	<>	<>	U-50-29	029	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF77	ELECT_BRACKET	3D1	F	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF71	ELECT_BRACKET	3D1	M	<>	<>	<>	<>	<>	<>	<>	<>	I-15-70	012	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF69	ELECT_BRACKET	3D1	M	<>	<>	<>	<>	<>	<>	<>	<>	I-15-85	013	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF63	ELECT_BRACKET	3D1	F	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF5D	ELECT_BRACKET	3D1	E	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF51	ELECT_BRACKET	3D1	D	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF4B	ELECT_BRACKET	3D1	D	<>	<>	<>	<>	<>	<>	<>	<>	E-70-95	009	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF3F	ELECT_BRACKET	3D1	B	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF39	ELECT_BRACKET	3D1	B	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF2B	ELECT_BRACKET	3D2S	A	<>	<>	<>	<>	<>	<>	<>	<>	E-50-85	001	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF25	ELECT_BRACKET	3D2S	B	<>	<>	<>	<>	<>	<>	<>	<>	I-40-85	021	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF1F	ELECT_BRACKET	3D2S	B	<>	<>	<>	<>	<>	<>	<>	<>	I-40-85/70	022	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF19	ELECT_BRACKET	3D2S	D	<>	<>	<>	<>	<>	<>	<>	<>	L-40-88	027	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF13	ELECT_BRACKET	3D2S	D	<>	<>	<>	<>	<>	<>	<>	<>	I-40-60	020	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF00	ELECT_BRACKET	3D2S	E	<>	<>	<>	<>	<>	<>	<>	<>	I-40-60	020	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DEFA	ELECT_BRACKET	3D2S	E	<>	<>	<>	<>	<>	<>	<>	<>	I-40-60	020	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DEF4	ELECT_BRACKET	3D2S	F	<>	<>	<>	<>	<>	<>	<>	<>	I-40-60	020	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DEEE	ELECT_BRACKET	3D2S	F	<>	<>	<>	<>	<>	<>	<>	<>	I-40-60	020	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DEE2	ELECT_BRACKET	3D2S	L	<>	<>	<>	<>	<>	<>	<>	<>	I-20-40	014	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DEDC	ELECT_BRACKET	3D2S	L	<>	<>	<>	<>	<>	<>	<>	<>	I-20-40	014	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DECA	ELECT_BRACKET	3D2S	M	<>	<>	<>	<>	<>	<>	<>	<>	E-65-95	008	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE75	ELECT_BRACKET	3D2S	I	<>	<>	<>	<>	<>	<>	<>	<>	E-60-95	005	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE6F	ELECT_BRACKET	3D2S	G	<>	<>	<>	<>	<>	<>	<>	<>	I-40-60	020	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE69	ELECT_BRACKET	3D2S	H	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95/80	033	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE63	ELECT_BRACKET	3D2S	N	<>	<>	<>	<>	<>	<>	<>	<>	I-40-85	021	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE5D	ELECT_BRACKET	3D2S	N	<>	<>	<>	<>	<>	<>	<>	<>	I-40-85	021	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE4B	ELECT_BRACKET	3D2S	O	<>	<>	<>	<>	<>	<>	<>	<>	I-15-85	013	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE3F	ELECT_BRACKET	3D2S	M	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95/19	032	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE39	ELECT_BRACKET	3D2S	M	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95/19	032	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE2D	ELECT_BRACKET	3D2S	P	<>	<>	<>	<>	<>	<>	<>	<>	I-40-95/19	025	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE27	ELECT_BRACKET	3D2P	B	<>	<>	<>	<>	<>	<>	<>	<>	I-40-95/19	025	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE21	ELECT_BRACKET	3D2P	B	<>	<>	<>	<>	<>	<>	<>	<>	I-40-95/19	025	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE15	ELECT_BRACKET	3D2P	B	<>	<>	<>	<>	<>	<>	<>	<>	L-43-22	028	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE0F	ELECT_BRACKET	3D2P	D	<>	<>	<>	<>	<>	<>	<>	<>	E-56-41/19	004	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE09	ELECT_BRACKET	3D2P	F	<>	<>	<>	<>	<>	<>	<>	<>	I-40-95	024	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DE03	ELECT_BRACKET	3D2P	X	<>	<>	<>	<>	<>	<>	<>	<>	I-15-85	013	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DDFD	ELECT_BRACKET	3D2P	X	<>	<>	<>	<>	<>	<>	<>	<>	I-15-85	013	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DDB1	ELECT_CWAY_TRAY_BLOCK_TRO	3D2P	E	<>	<>	NO	<>	<>	TRo-40	H=950	15	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD8C	ELECT_BRACKET	3D2P	G	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95/19	032	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD86	ELECT_BRACKET	3D2P	H	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95/19	032	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD7F	ELECT_BRACKET	3D2P	H	<>	<>	<>	<>	<>	<>	<>	<>	E-61-19	006	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD79	ELECT_BRACKET	3D2P	I	<>	<>	<>	<>	<>	<>	<>	<>	U-50-85	030	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD73	ELECT_BRACKET	3D2P	I	<>	<>	<>	<>	<>	<>	<>	<>	U-50-85	030	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD61	ELECT_BRACKET	3D2P	J	<>	<>	<>	<>	<>	<>	<>	<>	E-61-95/80	007	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD5B	ELECT_BRACKET	3D2P	W	<>	<>	<>	<>	<>	<>	<>	<>	I-15-85	013	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD55	ELECT_BRACKET	3D2P	V	<>	<>	<>	<>	<>	<>	<>	<>	I-15-85	013	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD4F	ELECT_BRACKET	3D2P	V	<>	<>	<>	<>	<>	<>	<>	<>	I-15-85	013	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD49	ELECT_BRACKET	3D2P	V	<>	<>	<>	<>	<>	<>	<>	<>	I-15-55	015	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD43	ELECT_BRACKET	3D2P	K	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD3A	ELECT_CWAY_TRAY_BLOCK_TRO	3D2P	J	<>	<>	NO	<>	<>	TRo-50	H=950	90	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD31	ELECT_BRACKET	3D2P	L	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD2B	ELECT_BRACKET	3D2P	L	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD25	ELECT_BRACKET	3D2P	L	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD1F	ELECT_BRACKET	3D2P	M	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD19	ELECT_BRACKET	3D2P	M	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD0D	ELECT_BRACKET	3D2P	N	<>	<>	<>	<>	<>	<>	<>	<>	E-66-23	034	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD07	ELECT_BRACKET	3D2P	Q	<>	<>	<>	<>	<>	<>	<>	<>	U-50-85	030	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DD01	ELECT_BRACKET	3D2P	S	<>	<>	<>	<>	<>	<>	<>	<>	U-50-85	030	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DCF6	ELECT_BRACKET	3D2P	S	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DCF0	ELECT_BRACKET	3D2P	U	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DCEA	ELECT_BRACKET	3D2P	U	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DCBC	ELECT_CWAY_TRAYBLOCK_A	3D1	L	<>	<>	NO	<>	<>	To-40-3.2	H=850	<>	<>	<>	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DCAD	ELECT_HANGER_S-TYPE	3D1	03	400A	H=850	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DCA3	ELECT_CWAY_TRAY_BLOCK_TRO	3D1	K	<>	<>	NO	<>	<>	TRo-40	H=900	55	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC9A	ELECT_CWAY_TRAY_BLOCK_TRO	3D1	I	<>	<>	NO	<>	<>	TRo-40	H=900	35	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC91	ELECT_CWAY_TRAYBLOCK_A	3D1	J	<>	<>	NO	<>	<>	To-40-6.1	H=900	<>	<>	<>	2	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF7D	ELECT_HANGER_HV-TYPE	3D1	02	500A	H=200	NO	TYPE "V1"	L=300	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC89	ELECT_HANGER_S-TYPE	3D1	01	150A	H=700	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC80	ELECT_CWAY_TRAYBLOCK_A	3D1	M	<>	<>	NO	<>	<>	To-15-6.7		<>	<>	<>	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC77	ELECT_CWAY_TRAYBLOCK_A	3D1	H	<>	<>	NO	<>	<>	To-40-7.9	H=900	<>	<>	<>	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC6F	ELECT_CWAY_TRAYBLOCK_A	3D1	G	<>	<>	NO	<>	<>	To-50-19.5		<>	<>	<>	2	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC67	ELECT_CWAY_TRAYBLOCK_A	3D1	F	<>	<>	NO	<>	<>	To-50-24.4	H=950	<>	<>	<>	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC5F	ELECT_CWAY_TRAYBLOCK_A	3D1	E	<>	<>	NO	<>	<>	To-50-24.4	H=950	<>	<>	<>	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC57	ELECT_CWAY_TRAYBLOCK_A	3D1	D	<>	<>	NO	<>	<>	To-50-24.4	H=950	<>	<>	<>	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC4E	ELECT_CWAY_TRAY_BLOCK_TRO	3D1	C	<>	<>	NO	<>	<>	TRo-50	H=950	90	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC46	ELECT_CWAY_TRAYBLOCK_A	3D1	B	<>	<>	NO	<>	<>	To-50-5.5	H=950	<>	<>	<>	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC3C	ELECT_CWAY_TRAYBLOCK_A	3D1	A	<>	<>	YES	<>	<>	To-50-6.3	H=950	<>	<>	<>	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC31	ELECT_HANGER_S-TYPE	3D2S	01	400A	H=850	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC28	ELECT_CWAY_TRAY_BLOCK_TRO	3D2S	A	<>	<>	NO	<>	<>	TRo-40	H=850	30	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF57	ELECT_BRACKET	3D1	E	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC1B	ELECT_CWAY_TRAYBLOCK_A	3D2S	B	<>	<>	NO	<>	<>	To-40-5.7	H=850	<>	<>	<>	2	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF45	ELECT_BRACKET	3D1	C	<>	<>	<>	<>	<>	<>	<>	<>	E-55-95	003	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC12	ELECT_CWAY_TRAY_BLOCK_TRO	3D2S	C	<>	<>	NO	<>	<>	TRo-40	H=850	30	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC09	ELECT_CWAY_TRAYBLOCK_A	3D2S	D	<>	<>	NO	<>	<>	To-40-11.5		<>	<>	<>	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DBF9	ELECT_CWAY_TRAYBLOCK_A	3D2S	F	<>	<>	NO	<>	<>	To-40-22.6	H=600	<>	<>	<>	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DC01	ELECT_CWAY_TRAYBLOCK_A	3D2S	E	<>	<>	NO	<>	<>	To-40-21	H=600	<>	<>	<>	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF31	ELECT_BRACKET	3D1	A	<>	<>	<>	<>	<>	<>	<>	<>	U-50-95	031	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DBE9	ELECT_HANGER_S-TYPE	3D2S	08	250A	(H=210)	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DBDA	ELECT_HANGER_S-TYPE	3D2S	08	250A	(H=210)	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DF07	ELECT_BRACKET	3D2S	E	<>	<>	<>	<>	<>	<>	<>	<>	I-40-60	020	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DBC9	ELECT_HANGER_S-TYPE	3D2S	02	400A	H=600	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DBC2	ELECT_HANGER_S-TYPE	3D2S	02	400A	H=600	NO	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DEE8	ELECT_BRACKET	3D2S	F	<>	<>	<>	<>	<>	<>	<>	<>	I-40-60	020	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DB9F	ELECT_CWAY_TRAYBLOCK_A	3D2S	G	<>	<>	NO	<>	<>	To-40-14.4		<>	<>	<>	0	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DB96	ELECT_CWAY_TRAY_BLOCK_TRO	3D2S	K	<>	<>	NO	<>	<>	TRo-20	H=400	90	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DED6	ELECT_BRACKET	3D2S	J	<>	<>	<>	<>	<>	<>	<>	<>	I-20-40	014	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
'33DB8D	ELECT_CWAY_TRAYBLOCK_A	3D2S	L	<>	<>	NO	<>	<>	To-20-7	H=400	<>	<>	<>	1	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>	<>
